Crop,N,P,K,pH,rainfall,temperature
soyabean,20,60,20,5.597164917581348,533.1338125641034,25.204379597362514
rice,80,40,40,5.46,199.2125,21.3
banana,100,75,50,6.5,1037.32,28.08181818
tomato,100,40,90,6.086877405700369,1124.3382733435096,28.78039823056472
cabbage,100,65,70,6.366472081923071,1095.2904828562891,28.757140032175677
radish,25,100,50,5.826460313965865,1313.2305116264292,26.195101534278336
radish,25,100,50,6.1,1350.025,26.01818182
cabbage,100,65,70,6.465123447216454,1049.880665883753,28.313610672831242
bittergourd,60,10,20,6.436204180606787,2813.021306810026,27.99073148841968
potato,180,60,90,5.06,75.32,22.676
ladyfinger,80,10,40,6.361056172333855,1102.926491949286,28.797182088159158
coriander,10,20,20,6.38,293.36,14.7
ladyfinger,80,10,40,6.31982169123151,1184.8020173234695,28.65508795091142
cucumber,60,60,85,6.40892478568652,886.2339513573687,27.588905884950915
garlic,50,10,60,5.647521160521657,1037.9555616396779,29.18163798628381
coriander,10,20,20,6.416822313085286,1291.618431805153,27.504502446194024
cabbage,100,65,70,6.332053686963879,1086.848345095664,28.741556781594603
coriander,10,20,20,6.477558238062649,904.2624277691682,28.86837686208886
mango,20,20,30,4.930653465056334,358.90060283195317,29.005448513039383
brinjal,80,15,40,6.514431863247447,914.8602275060632,28.654967710601287
bottlegourd,100,50,50,6.604804104423567,1334.9597076263829,25.92237237891476
cauliflower,80,70,50,6.609109060050471,1096.1398456865106,28.739880144089735
pineapple,160,40,120,6.544411776776969,2885.8855915166578,28.19098029053312
orange,20,10,10,4.133779848914918,1173.5853421493077,28.562033249586793
drumstick,40,20,10,6.501710572128084,2915.939286330289,27.890297702062725
jute,80,40,40,5.550502880370319,1201.577749368556,28.493349511832186
brinjal,80,15,40,6.588075288570689,1549.5108774843272,22.731696594538384
ladyfinger,80,10,40,6.444621775912548,893.9276076659633,27.604596088551713
blackpepper,100,60,50,4.9940644949310515,1047.4724678987302,19.686560606556856
grapes,20,125,200,3.938030044525034,712.8909640480283,26.422027475362306
drumstick,40,20,10,6.413651365268451,786.420713669711,27.641632367565578
pumpkin,80,50,30,5.431840638134744,881.8465,27.653485882820657
jackfruit,75,40,50,5.070990752483377,804.1671994699295,27.506464516799465
grapes,20,125,200,4.051522795662088,1605.8623791325326,22.643540695424868
cucumber,60,60,85,6.577828456948831,931.5366951893856,28.963452954766847
sunflower,50,60,30,5.513781790475047,1297.8502824485943,23.661245675632742
blackpepper,100,60,50,5.053325065395344,2253.105126914809,23.359521360165584
jute,80,40,40,5.60819916633966,1210.6185034678344,27.900817259248218
garlic,50,10,60,5.496722143244168,1043.9539405032244,28.240301352052114
cotton,120,40,20,5.410236091171386,621.1171786608494,34.12154246737538
cauliflower,80,70,50,6.652302880867885,1363.854770096389,26.047039913621774
onion,120,60,65,5.9,1111.68,28.64818182
potato,180,60,90,5.16,556.2,28.54545455
banana,100,75,50,6.6,2817.86,27.90909091
cabbage,100,65,70,6.625657460940657,1119.1244859259239,28.651617993990126
orange,20,10,10,3.910366957764258,2169.0285030399145,24.345468870198644
blackpepper,100,60,50,5.08081277132345,2734.883169940706,27.2763728289663
jackfruit,75,40,50,5.028483551988866,2734.140964725776,27.826278544687277
bottlegourd,100,50,50,6.32,1037.32,28.08181818
cardamom,75,75,150,5.128604249332804,2691.0220363450744,27.56123438846584
banana,100,75,50,6.665901126490944,2066.0858505902665,24.397357673218494
cardamom,75,75,150,4.916724879015553,882.1413015587364,27.674061078039102
blackpepper,100,60,50,5.045522455225308,1487.5324693534726,22.313501901426392
garlic,50,10,60,5.443370950615529,769.454594351395,28.828576558812674
sunflower,50,60,30,5.647158067545876,676.2322863833102,28.998366717869793
pineapple,160,40,120,6.424000149739731,1064.2426735481308,18.904598155016338
rice,80,40,40,5.64,87.2,23.106
jowar,80,40,40,5.680573477874122,206.60282603812544,25.901269538037486
grapes,20,125,200,4.119852424160293,1017.5195181891486,27.96514161407517
pumpkin,80,50,30,5.640890369902746,882.3396080639534,27.680016721814386
jackfruit,75,40,50,4.890282530049361,1372.2096209515275,25.970424104053386
grapes,20,125,200,4.116612418389389,696.5581110776369,26.28476419822169
grapes,20,125,200,4.118582240786899,1641.8437586868745,23.29914253450149
sweetpotato,90,20,120,4.966564020598741,574.1937006728382,28.0755075739598
jackfruit,75,40,50,4.879523038755586,968.9136935418542,27.62905007151128
onion,120,60,65,5.98,1026.64,29.18636364
sunflower,50,60,30,5.58,1151.02,28.03333333
maize,80,40,20,5.6,1712.66,11.2
cardamom,75,75,150,4.897530114077089,2848.5860417636636,27.796496936281304
jowar,80,40,40,5.428355923991448,591.5522379747937,33.7884383231546
maize,80,40,20,5.44,1145.22,28.5
cabbage,100,65,70,6.3662293569273976,883.9606323928402,27.64952714977861
orange,20,10,10,4.093279557648872,2227.135174873843,24.292293534197707
drumstick,40,20,10,6.488402706572938,2848.859931252552,27.922003992434423
garlic,50,10,60,5.58,75.32,22.676
jowar,80,40,40,5.58,70.11,25.6
sunflower,50,60,30,5.47985790717386,1182.2481834336525,22.593888122592425
cabbage,100,65,70,6.386001040050263,1131.9344601028954,28.616319455961058
cotton,120,40,20,5.432076838830945,1210.6159690817651,27.18401598783872
orange,20,10,10,3.829918537932804,1009.0640550548271,28.873544786257614
bottlegourd,100,50,50,6.4780074848063585,924.3557340009281,29.09035489108524
onion,120,60,65,5.98,1111.68,28.64818182
sunflower,50,60,30,5.66,840.46,33.58333333
maize,80,40,20,5.34,579.75,34.01
cauliflower,80,70,50,6.557593552509522,1120.1002371260759,28.70061225256604
papaya,50,50,50,6.045099557500692,2172.3269097498205,24.157108711891812
cardamom,75,75,150,4.894741124161752,2772.642258580021,28.123779953086036
blackpepper,100,60,50,5.122252023506755,2759.072762045114,28.244599009385023
cabbage,100,65,70,6.460900841059265,1106.7449423113849,28.619907749725947
jackfruit,75,40,50,5.150639671723276,2883.420501221783,27.84668449937939
garlic,50,10,60,5.590859343578451,528.5699696669475,28.918126414959346
brinjal,80,15,40,6.499784213366765,860.662820356131,29.040675627206458
rice,80,40,40,5.44,1166.94,28.33333333
blackpepper,100,60,50,5.163848843917575,1697.017338872292,22.755672794766873
garlic,50,10,60,5.639639677176584,1382.9690160061377,26.84789708927459
bottlegourd,100,50,50,6.3503624409340755,947.7293691974727,28.918041977139787
bottlegourd,100,50,50,6.345592259606695,1012.2060773286837,28.13096289220611
drumstick,40,20,10,6.610691855868776,786.420713669711,27.645179871887787
tomato,100,40,90,5.9648387695042375,1011.5358238324737,27.65455322672762
cardamom,75,75,150,4.809519710023696,2848.352394967685,28.123779953086036
jackfruit,75,40,50,4.894836783106814,804.1671994699295,27.64407535524297
banana,100,75,50,6.400316596405716,2272.8882455426465,24.204243141454505
bittergourd,60,10,20,6.400745933462027,1257.107393913306,26.17825475802832
jackfruit,75,40,50,4.891211065948394,2898.1928005300706,27.845396748699017
bottlegourd,100,50,50,6.410688539692393,889.6057175894754,27.780916960218825
jute,80,40,40,5.558153612107297,1560.2322216018367,27.150636105887024
jackfruit,75,40,50,5.150639671723276,2868.4408336711167,27.8830286865202
onion,120,60,65,5.906738807851223,955.3463216264072,29.00001818668561
orange,20,10,10,3.8210977339325676,2170.3931925286424,23.506441458642783
cauliflower,80,70,50,6.463824748946075,1363.854770096389,25.961712838179523
tomato,100,40,90,5.974220034653496,1567.4449502623502,22.70582844883632
cucumber,60,60,85,6.424839336685206,955.6673190784784,29.060185015049086
blackpepper,100,60,50,4.903764697244863,2024.3000125357719,23.88185235727335
papaya,50,50,50,6.006147165697704,1339.5594702487551,25.678898655743154
sweetpotato,90,20,120,5.12,556.2,28.54545455
pineapple,160,40,120,6.578551118404447,1987.1251509323652,23.67248985388587
sunflower,50,60,30,5.4,199.2125,21.3
rice,80,40,40,5.32,490.74,27.6
garlic,50,10,60,5.6461979387412455,559.6025341865778,29.123601488582757
jowar,80,40,40,5.615619711783582,1218.522331965498,22.51014848678797
drumstick,40,20,10,6.6471136395366655,2810.782544392518,27.90136881953129
pumpkin,80,50,30,5.531599538132636,883.0192336971453,27.62454545
mango,20,20,30,4.934491581628607,1117.7798302602737,28.68483090380519
cardamom,75,75,150,5.046226428148189,1568.590849196505,22.996559053952627
cotton,120,40,20,5.470321042761759,419.79580599291677,34.57899963320569
jute,80,40,40,5.630792390141582,372.2221429556755,21.597277693118848
jackfruit,75,40,50,4.856673207744345,804.1671994699295,27.76258330753553
cabbage,100,65,70,6.6423826418124365,1129.9676919517644,28.723605978026484
sunflower,50,60,30,5.456552075356217,0.0,34.42954963965799
jackfruit,75,40,50,4.889647102998779,1345.9665332447473,26.020713166757155
bottlegourd,100,50,50,6.500858503798404,1036.0611428708787,27.95279556436081
garlic,50,10,60,5.51530249915411,629.646451533222,30.070859540486378
brinjal,80,15,40,6.6388520524950065,1039.3080566556634,28.99264991947031
sweetpotato,90,20,120,5.0179313910475445,1566.1533277802578,23.05509942220178
bottlegourd,100,50,50,6.622620544896833,1039.775471269137,27.92537825080257
banana,100,75,50,6.36,884.5,27.65454545
sunflower,50,60,30,5.3601937031350895,191.76895013738329,21.637305137766052
cotton,120,40,20,5.34,1011.49,30.43
tomato,100,40,90,5.872853138242734,1133.9375154957204,29.063596066324585
onion,120,60,65,6.024897025436939,233.37821011999705,25.044414386601176
papaya,50,50,50,6.11186911026009,2120.7407823001186,23.606980372210845
sweetpotato,90,20,120,4.92558388462334,1325.0148619765553,26.241863928950288
tomato,100,40,90,5.985257247986148,919.2445805686191,29.190951898640105
jackfruit,75,40,50,5.111355771699136,810.1657341662368,27.54723214435339
maize,80,40,20,5.62,98.98,34.92333333
cardamom,75,75,150,5.121563832141011,920.454272227342,27.844942382947536
sweetpotato,90,20,120,5.06,1111.68,28.64818182
cabbage,100,65,70,6.382390467850237,878.7330023049451,27.556762041584705
jackfruit,75,40,50,5.089728116869825,854.4449875932561,27.376287338833553
ladyfinger,80,10,40,6.598032476961196,876.380628207905,27.60813881007873
ladyfinger,80,10,40,6.4891375360500945,972.2144880996116,27.619753799394733
cabbage,100,65,70,6.415362690147116,945.9090245373045,28.92836006849354
blackpepper,100,60,50,4.870461386163095,758.7300654847731,28.04282695730912
papaya,50,50,50,5.982034349051905,1128.810320810687,28.079740500002742
jute,80,40,40,5.690279680489089,1566.7133054213928,27.202050290455002
cucumber,60,60,85,6.338980465736768,950.7333615355255,29.060185015049086
cauliflower,80,70,50,6.586081493554469,1072.7168441821002,28.377099263502192
banana,100,75,50,6.654614098224788,800.2009673143654,29.910111733071037
jackfruit,75,40,50,5.049539969712954,920.7781832142393,27.71308613343839
jute,80,40,40,5.373172292502811,257.0439379091558,26.51067695890078
pineapple,160,40,120,6.4054933475364475,2276.215744388123,23.769126787721643
maize,80,40,20,5.309195948570583,573.8219086578113,34.64821356489504
grapes,20,125,200,4.0269028743736035,731.8360013508247,26.59458890793525
grapes,20,125,200,4.0458585071769875,713.6288395455481,26.399559885985923
sweetpotato,90,20,120,4.96316551695091,2143.9319476715036,22.76173191171666
pineapple,160,40,120,6.566585943767451,1380.4598252493242,27.11492760334633
potato,180,60,90,5.0,810.26,29.95636364
pumpkin,80,50,30,5.3594576089026695,881.8465,27.66774950018306
jowar,80,40,40,5.54,579.75,34.01
orange,20,10,10,3.844163216423789,1139.838269596378,27.660798734302023
papaya,50,50,50,5.812191292048905,2862.3279902926633,28.007821808611503
bittergourd,60,10,20,6.336583200084792,2648.217957606696,27.987113060472048
potato,180,60,90,5.02,2169.32,23.73636364
pumpkin,80,50,30,5.643547221865295,884.2094363923743,27.68454545
mango,20,20,30,4.885309332512497,639.8949307847506,28.52456446206486
rice,80,40,40,5.56,1543.76,27.33333333
sweetpotato,90,20,120,5.107661724596159,931.4945441930981,28.730803071838892
drumstick,40,20,10,6.653415474811773,2915.939286330289,27.911719726282865
sweetpotato,90,20,120,5.166966402137889,716.2215512765504,29.58562995034502
radish,25,100,50,6.115390031840929,1374.1799061697063,25.977348757615584
orange,20,10,10,3.9586010406469554,985.0109733838356,28.10219605116026
brinjal,80,15,40,6.3954180253784845,2766.6305968182796,27.391762506294256
tomato,100,40,90,5.954104691409927,1600.8045983537158,22.694502641359897
potato,180,60,90,4.813235054269187,504.26709759013465,29.574320383840835
cardamom,75,75,150,5.142203655875571,2832.2398227569856,27.700150129479802
sunflower,50,60,30,5.58,199.2125,21.3
bottlegourd,100,50,50,6.427993443140194,1015.8073009013343,28.075735347380522
cardamom,75,75,150,5.162545481849061,2714.480489249648,28.123779953086036
jowar,80,40,40,5.66,1011.49,30.43
sunflower,50,60,30,5.54,199.2125,21.3
jackfruit,75,40,50,5.0924254636161566,1062.2094119938408,27.693281069699854
jute,80,40,40,5.591337671016999,1189.996015759429,28.739586970120797
rice,80,40,40,5.66,297.66,29.56666667
cabbage,100,65,70,6.3739716230281065,1106.9427305999952,28.63482917918807
bottlegourd,100,50,50,6.502097668662404,1018.631088081351,28.298592266847354
blackpepper,100,60,50,4.947977968709465,765.5269263937786,26.177446002969784
onion,120,60,65,5.882179491031735,141.20132732799428,17.884258789529685
potato,180,60,90,5.080317429291834,100.32557682130954,10.821736043812507
jowar,80,40,40,5.415157549375738,580.0273830759548,34.008440875478705
banana,100,75,50,6.48,884.5,27.65454545
tomato,100,40,90,6.024057354463208,1093.500309158284,28.618101272716896
potato,180,60,90,5.076755441229299,0.38782061853952143,22.950027393381703
soyabean,20,60,20,5.38,207.55,26.43333333
bittergourd,60,10,20,6.688131820302739,1296.5900179868433,25.93654124158032
banana,100,75,50,6.4021924920566855,201.79899958970304,20.70610572192954
cabbage,100,65,70,6.616778871762856,1099.268912270126,28.652719095664473
pineapple,160,40,120,6.603508364768385,1512.8274709638079,25.492380581902864
coriander,10,20,20,6.563171647023427,1098.3200626621506,28.44808338486969
radish,25,100,50,5.817986008063395,1374.1799061697063,25.992953111741606
onion,120,60,65,5.903530891693568,702.5349562862491,30.221601267276814
cotton,120,40,20,5.3777150806083265,579.0736398176873,26.811543269868295
soyabean,20,60,20,5.557714422130155,1170.965141647295,27.987847516539674
mango,20,20,30,5.040417504192315,641.8722189707295,26.38874385704885
pumpkin,80,50,30,5.558800018380139,881.8465,27.62454545
cucumber,60,60,85,6.49339352327521,880.334698025377,27.588905884950915
potato,180,60,90,4.92,2169.32,23.73636364
papaya,50,50,50,6.1140514209224,849.6972936112049,27.76079818846619
brinjal,80,15,40,6.4694282356507475,1354.7373118076512,25.98439652959948
bottlegourd,100,50,50,6.621081729061918,1048.9635264206374,28.07898567614161
blackpepper,100,60,50,4.936224653525514,2332.9383869554213,22.979132288107024
pineapple,160,40,120,6.6898966971957625,849.2742243319211,27.58578976858748
cotton,120,40,20,5.660035505612986,623.4847987166471,26.3103451117926
pumpkin,80,50,30,5.582028322090618,881.8465,27.62454545
banana,100,75,50,6.412221193966687,1135.0004522786032,27.146042807245884
maize,80,40,20,5.46,1246.715,22.6
garlic,50,10,60,5.684732360776274,1148.1299449058477,28.28870125895633
grapes,20,125,200,4.171357044339984,812.9278085353817,29.241913844575134
pineapple,160,40,120,6.553426464149429,1268.7900982132078,26.253887157059502
brinjal,80,15,40,6.478300952018954,823.3520716689677,28.587486011369016
cucumber,60,60,85,6.648753618308861,943.6794856522367,29.053321269562055
grapes,20,125,200,4.061949057999708,1615.4690777487226,22.643540695424868
pineapple,160,40,120,6.382359431102162,2008.0332971280106,23.85385482537662
orange,20,10,10,3.931302856814744,1014.0739821196531,27.69752017475359
papaya,50,50,50,5.845775146382877,547.5625393696196,29.051822827239867
cauliflower,80,70,50,6.58317579156371,1115.5275477667399,28.565772906198436
tomato,100,40,90,6.022339149024724,887.2483999888424,27.67024242052542
rice,80,40,40,5.58,579.75,34.01
soyabean,20,60,20,5.46,607.48,26.36666667
grapes,20,125,200,3.8939550677018535,916.2227022415236,28.849651467850666
cabbage,100,65,70,6.595425409345297,1072.170406862041,28.65696022739028
pumpkin,80,50,30,5.56201058416642,883.7217785487416,27.68454545
pumpkin,80,50,30,5.59760417794311,882.5753751784268,27.62454545
bittergourd,60,10,20,6.482672476983212,988.8858099794084,27.772860651397313
cabbage,100,65,70,6.495846904691259,1079.5091432371369,28.463506284287185
bottlegourd,100,50,50,6.555495473540563,890.3622523679727,27.785137987437857
cabbage,100,65,70,6.621130623770678,1125.6728989047854,28.632041145026434
bittergourd,60,10,20,6.31673506757292,2629.134944844637,27.69383073695579
tomato,100,40,90,6.060781620669434,1104.1419879949867,28.48301978591752
banana,100,75,50,6.64,884.5,27.65454545
ladyfinger,80,10,40,6.426529910695815,1094.9085001201174,28.11295165412113
pineapple,160,40,120,6.5513583764477,816.4744084833425,26.722670283876933
potato,180,60,90,5.12,87.2,23.106
garlic,50,10,60,5.482913196071841,486.6705738753844,29.20472841978186
jackfruit,75,40,50,5.098551640736131,899.1022714932595,27.632477484161036
maize,80,40,20,5.36,1145.22,28.5
banana,100,75,50,6.390441707013717,1004.4917332800002,26.98733800904757
radish,25,100,50,6.1166381286991705,860.3450938302939,27.739452189578262
jute,80,40,40,5.671767752417378,872.5535621212115,33.04641208884512
blackpepper,100,60,50,4.815308609856375,2714.6161337238036,28.349632873265087
mango,20,20,30,4.958738875334455,1060.7143812840939,29.03439649890011
cucumber,60,60,85,6.473288728786087,880.5092223150185,27.78349033895975
rice,80,40,40,5.5,1151.02,28.03333333
ladyfinger,80,10,40,6.439403059934317,2785.3143763421767,27.887520583597265
potato,180,60,90,4.837622852451923,59.20353809897574,20.96064091687454
ladyfinger,80,10,40,6.589569195773556,1075.1345200139783,28.667648563856346
drumstick,40,20,10,6.5501612572595205,2915.939286330289,27.880825007123395
sunflower,50,60,30,5.68,75.32,22.676
bottlegourd,100,50,50,6.370878558098747,1027.7691360474873,27.948956691687403
mango,20,20,30,4.918905969184737,994.5600286356009,29.168465436049786
garlic,50,10,60,5.587307326528945,1135.2560888028124,29.053754777976458
banana,100,75,50,6.58,1026.64,29.18636364
coriander,10,20,20,6.415658767351995,873.9541236445465,27.534136285902825
pineapple,160,40,120,6.526317830825467,2176.672027112793,23.50617303706682
sunflower,50,60,30,5.5,884.5,27.65454545
pumpkin,80,50,30,5.343430752984937,885.4428726782639,27.681072411498434
cabbage,100,65,70,6.368245781006178,930.5151694903522,29.013988216406158
soyabean,20,60,20,5.530960995981892,1248.3418164742648,22.062960692704934
pineapple,160,40,120,6.5690071560279915,2354.5791320375847,23.588433754767166
jute,80,40,40,5.677909201994118,1064.655652562032,28.26262158311143
jute,80,40,40,5.313713206330893,998.5474117670552,31.008006657755015
jute,80,40,40,5.565346940607899,840.8629329432516,33.21896143827975
maize,80,40,20,5.66,87.2,23.106
cabbage,100,65,70,6.627987915071652,1137.4972955504418,28.563949791448824
ladyfinger,80,10,40,6.322162256899876,1084.0351077161026,28.60907116446728
brinjal,80,15,40,6.42510045927979,1007.5466564459094,27.950712056346582
drumstick,40,20,10,6.3126704179892155,1016.3177339349272,27.677932876579863
potato,180,60,90,4.91176596205997,1406.6318442966788,20.24791262426533
cardamom,75,75,150,5.148245349109988,1419.593410958091,22.71328828817619
pineapple,160,40,120,6.548799015921929,2866.1643197551257,27.30728561120855
jackfruit,75,40,50,4.879608114233159,887.1863843983473,27.550745657619636
pumpkin,80,50,30,5.435193311205756,881.9584258119593,27.63874432382441
cucumber,60,60,85,6.677549280492455,897.4328436867802,27.692480166049695
ladyfinger,80,10,40,6.410279651997148,1102.2200037741566,28.16089568664176
cabbage,100,65,70,6.482664427973749,1118.4566303371548,28.521013328861315
sunflower,50,60,30,5.5142701523924265,1243.8379702762247,22.4799601573344
tomato,100,40,90,5.928211433913673,1004.7680036731173,27.798665432933543
drumstick,40,20,10,6.6444484161792285,2741.399972519063,27.881255614685436
soyabean,20,60,20,5.373408988823317,594.0775868718666,25.854248815153383
jute,80,40,40,5.60648988035739,1558.5799027676017,28.578792825124854
cabbage,100,65,70,6.4959823511289905,1087.3642049202151,28.751807501869038
banana,100,75,50,6.627960323084259,772.8352990108035,26.53781975455756
pumpkin,80,50,30,5.410705724139803,887.1535,27.62454545
tomato,100,40,90,5.989570496682548,1066.491451671655,28.54807621792464
garlic,50,10,60,5.62,1426.3,26.73636364
tomato,100,40,90,6.1176541569117635,1355.190375998269,26.670767357916002
cucumber,60,60,85,6.450403532741861,944.3404035746545,28.86525274424441
drumstick,40,20,10,6.498300430382092,2775.0895673490054,27.922003992434423
mango,20,20,30,4.981022647309681,1004.5310986491371,29.05055145153151
jackfruit,75,40,50,4.912725990497579,830.939197892279,27.66052267479956
jowar,80,40,40,5.333266859282429,543.3391414506989,25.842257461657688
pumpkin,80,50,30,5.649943240183803,884.7262883937753,27.68454545
brinjal,80,15,40,6.398424898421639,2718.080420334893,27.866176421425266
orange,20,10,10,4.191705795189804,2112.012802087499,23.506441458642783
coriander,10,20,20,6.34,884.5,27.65454545
banana,100,75,50,6.62,1603.2375,22.89090909
coriander,10,20,20,6.56430948497925,1052.129574321832,28.87742500912303
maize,80,40,20,5.46,1011.49,30.43
drumstick,40,20,10,6.329462328026023,786.420713669711,27.668965497298103
blackpepper,100,60,50,4.99702598942225,2097.2125110255447,23.778900248841325
tomato,100,40,90,6.024092247788178,1095.8946943532242,28.78714585671887
blackpepper,100,60,50,5.072655241493478,2352.6387947123303,23.830623329751567
pumpkin,80,50,30,5.53993679648276,887.1535,27.68454545
pumpkin,80,50,30,5.518291196838809,884.3655691323146,27.677876730947684
cotton,120,40,20,5.527749513088345,570.1539876974921,25.883932950630744
coriander,10,20,20,6.34,1426.3,26.73636364
sweetpotato,90,20,120,4.88219813614322,1103.0952570997106,29.05194558983111
grapes,20,125,200,3.8478201701200616,1019.7226196465431,28.07234482945167
soyabean,20,60,20,5.605955044551883,673.9593412189287,25.69293377895288
jowar,80,40,40,5.508387470701551,537.8352972920663,33.60987498809676
maize,80,40,20,5.58,113.7,30.26666667
pumpkin,80,50,30,5.585239392831407,887.0206740055609,27.62454545
drumstick,40,20,10,6.640693183965911,2793.8557542626313,27.907100754140114
papaya,50,50,50,6.107728939815226,857.6807488199042,27.522783079975145
coriander,10,20,20,6.38880547275501,1110.2093968432544,28.563650850311106
pineapple,160,40,120,6.5700463957223025,2314.6341167866763,24.024880853395416
cardamom,75,75,150,5.126272129372265,1732.7940535740977,22.676220046913965
bittergourd,60,10,20,6.455027173388525,799.9102023595366,27.734557509161345
garlic,50,10,60,5.526961292542804,930.6462829230816,29.62605784331738
banana,100,75,50,6.46,34.81,34.66666667
cardamom,75,75,150,4.85664992036916,2905.0192256976356,28.082647639024035
onion,120,60,65,5.896243626594369,0.0,33.632542451396915
tomato,100,40,90,5.95552178168484,1155.0166733299966,28.806496168959573
garlic,50,10,60,5.46,810.26,29.95636364
cauliflower,80,70,50,6.338760092076476,1102.889068705392,28.607322647892897
orange,20,10,10,4.023196031597431,2176.990524805313,23.8725066831849
orange,20,10,10,3.9001823194509853,903.0521685334097,28.528413838899876
potato,180,60,90,4.82,1026.64,29.18636364
bittergourd,60,10,20,6.452093742370255,916.0365702198143,27.40419496616294
soyabean,20,60,20,5.622206069968205,628.574877277819,34.20295783606749
rice,80,40,40,5.38,152.54,22.28
ladyfinger,80,10,40,6.342114572318481,1011.0712943233523,28.57752308553358
soyabean,20,60,20,5.395391451970333,627.3936632666433,25.473791480879893
jackfruit,75,40,50,5.030970881468963,2898.1928005300706,27.945153696918993
pineapple,160,40,120,6.347387134062574,2302.4329860866396,23.699531836155156
rice,80,40,40,5.52,1011.49,30.43
ladyfinger,80,10,40,6.449664030612329,974.6854587285104,28.074146622185904
cauliflower,80,70,50,6.58566775271378,1096.54022034744,28.57748689034777
cauliflower,80,70,50,6.58248359824849,1116.4869777651652,28.506503082969257
cotton,120,40,20,5.66,714.68,26.45454545
cabbage,100,65,70,6.560293639243931,1108.7578658150242,28.566022947096606
maize,80,40,20,5.66,1246.715,22.6
cauliflower,80,70,50,6.6514106729641735,1353.292925481313,26.07691345636805
drumstick,40,20,10,6.44163077482277,786.420713669711,27.641632367565578
cauliflower,80,70,50,6.324767762382238,870.6702299036111,27.52486491199786
cabbage,100,65,70,6.405853808386509,925.7969373108319,29.01989608730701
orange,20,10,10,3.849149168802416,2169.999182422183,23.823760875750057
cucumber,60,60,85,6.66415027783931,879.7524416790811,27.73584462146717
maize,80,40,20,5.38,1011.49,30.43
cucumber,60,60,85,6.421261530789619,879.7524416790811,27.790598532566623
potato,180,60,90,4.9738645362433145,1455.27194594926,25.18839723804375
rice,80,40,40,5.56,411.52,34.73
jute,80,40,40,5.6909379159333495,1141.4050259201506,28.439101559721447
cauliflower,80,70,50,6.431314351655901,1089.7573051472125,28.57827971656172
blackpepper,100,60,50,4.968297061387192,1607.5106522348617,23.216018813421485
cardamom,75,75,150,4.834743007658884,673.428997797945,28.123779953086036
bottlegourd,100,50,50,6.518649980860781,1052.121358131831,28.15282265304988
garlic,50,10,60,5.615466005943899,671.4504592630549,28.52205256880467
grapes,20,125,200,3.950903249722544,756.1339146609795,25.996947786486892
cauliflower,80,70,50,6.33151825319181,1133.2916574543895,28.71213969721344
jute,80,40,40,5.360185959510221,1196.345198207919,27.84645298004875
papaya,50,50,50,5.835238703096245,2077.719903315243,23.507320820293927
coriander,10,20,20,6.590322165247326,1538.2080066851831,26.335756143545122
jute,80,40,40,5.575716942777189,1527.779825606921,27.437757066550347
pumpkin,80,50,30,5.328874453821148,887.1535,27.68454545
potato,180,60,90,4.996807263019084,1205.0868018309516,26.53627652255318
radish,25,100,50,5.88168629821169,904.4154931576463,27.690443495334105
brinjal,80,15,40,6.422025508598217,2879.0079283310324,27.945789359980008
jackfruit,75,40,50,4.8397945935032185,1489.3305553485354,26.049748401627966
onion,120,60,65,5.9466161880130555,1313.3987279448202,26.555114957082395
sunflower,50,60,30,5.68,1110.78,25.66666667
bittergourd,60,10,20,6.477630596889949,799.9102023595366,27.692392524635007
soyabean,20,60,20,5.62,1011.49,30.43
cucumber,60,60,85,6.425216850526508,1040.2560681920793,28.18576750999965
cucumber,60,60,85,6.375853440633619,879.7524416790811,27.790779229629646
maize,80,40,20,5.34,331.88,35.34666667
jute,80,40,40,5.608840652928989,1473.4545659258288,27.653691054861394
grapes,20,125,200,3.949794478600845,793.831038098865,26.992732669809897
banana,100,75,50,6.319043546926957,1049.7194827993146,28.97195777000252
brinjal,80,15,40,6.5601948094883085,843.103317813395,29.17305425256463
papaya,50,50,50,5.8359208415432136,691.2433401689161,28.200191852387235
sunflower,50,60,30,5.561098629248628,154.06077703839728,27.920534614665357
rice,80,40,40,5.48,157.31,25.83333333
sweetpotato,90,20,120,4.84,884.5,27.65454545
blackpepper,100,60,50,5.119692282326039,2843.3299024047556,28.049250327919594
soyabean,20,60,20,5.66,70.11,25.6
garlic,50,10,60,5.64,1426.3,26.73636364
jackfruit,75,40,50,4.8681644069605845,991.2408027855381,27.520995073452013
pineapple,160,40,120,6.478739947153304,2885.8855915166578,27.82713222002851
bittergourd,60,10,20,6.444797256797963,1397.082447274734,26.14104843879156
potato,180,60,90,5.08,1111.68,28.64818182
grapes,20,125,200,4.171357044339984,751.7527741177057,25.959914264906413
bittergourd,60,10,20,6.442110860080171,2902.4497976404637,27.929958363577768
pineapple,160,40,120,6.6342217410324515,935.5483050721612,18.97973394349078
cucumber,60,60,85,6.679025569641602,953.4054530020721,28.948053551973615
cauliflower,80,70,50,6.454904649527734,891.0908947828793,27.65654911990157
pumpkin,80,50,30,5.657858903165048,887.1535,27.68454545
rice,80,40,40,5.36,56.236,15.852
cauliflower,80,70,50,6.397642091463646,884.1613212788125,27.504233179984354
blackpepper,100,60,50,4.948246119703584,1871.2422449458088,24.357682576773556
radish,25,100,50,5.841831390441029,1339.4324437076864,26.122526049419232
jowar,80,40,40,5.62,1011.49,30.43
maize,80,40,20,5.4,1110.78,25.66666667
